STORE_ID,CUSTOMER_ID,STORE_NAME,STORE_ADDRESS,STORE_ZIPCODE,STORE_STATE,STORE_STATE_DESC,STORE_CITY,STORE_COUNTRY,STORE_PHONE,STORE_EMAIL,STORE_WEBSITE,STORE_USER_RATING,STORE_WIFI,STORE_DRIVE_THRU,STORE_SERVICE_CENTER,STORE_SPECIALITY,STORE_SUPER,STORE_LATITUDE,STORE_LONGITUDE
21,21,North Lead Goods,L Etoile,1310,Ain,Ain,Montracol,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,1,46.196927,5.1227744
22,22,Fall .com Modern,23 Route De La Cluse,1130,Ain,Ain,Nantua,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,0,1,0,46.1636349,5.5896126
23,23,Lead Old Fall,1553 Rue De Geneve,1210,Ain,Ain,Ornex,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,0,0,46.266718,6.1005427
24,24,Store Enterprise The,49 Rue Du Capitaine Montreal,1100,Ain,Ain,Oyonnax,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,0,1,46.2606712,5.6441329
25,25,Group Dollar Best,1593 Avenue De Lyon,1960,Ain,Ain,Peronnas,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,0,0,46.1784774,5.2024164
26,26,Store Import Design,Route De La Cite,1800,Ain,Ain,Perouges,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,1,0,45.9040738,5.1770376
27,27,Goods Winter Associates,27 Route Du Nant,1280,Ain,Ain,Prevessin Moens,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,0,46.2473295,6.0843124
28,28,Store Spring Best,Les Brotteaux,1300,Ain,Ain,St Benoit,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,1,0,1,0,45.6942157,5.5874986
29,29,Cents Store Old,1 Place De La Fontaine,1630,Ain,Ain,St Genis Pouilly,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,1,0,0,1,46.2430604,6.0211549
30,30,Associates Design USA,194 Qu J Baptiste Bouchacourt,1750,Ain,Ain,St Laurent Sur Saone,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,0,1,1,0,46.3060158,4.8418153
31,31,No.1 Store .com,Route Du Port,1140,Ain,Ain,Thoissey,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,1,0,0,46.1694844,4.7970249
32,32,Winter South South,Chemin Des Bordes,1250,Ain,Ain,Tossiat,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,0,1,0,46.1180767,5.2917462
33,33,Group Old Import,893 Route De Paris,1440,Ain,Ain,Viriat,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,0,1,0,46.2221501,5.2088655
34,34,Modern Old Export,22 Place Du General Leclerc,2300,Aisne,Aisne,Blerancourt,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,1,1,49.5171152,3.1531491
35,35,North General Rural,Rue Paulin Pecqueux,2110,Aisne,Aisne,Bohain En Vermandois,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,0,1,49.9901665,3.4450515
36,36,The Hot Winter,Val Secret,2400,Aisne,Aisne,Brasles,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,0,0,49.0721595,3.3994857
37,37,Best USA Cold,La Clef Du Sac,7210,Ardeche,Ardeche,Alissas,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,0,44.7122388,4.6294503
38,38,Urban West USA,10 Place Des Cordeliers,7100,Ardeche,Ardeche,Annonay,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,0,1,1,45.2406395,4.6721501
39,39,Enterprise Lead Export,Ld Les Chaussades,7200,Ardeche,Ardeche,Aubenas,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,1,1,0,44.6162836,4.3984327
40,40,Lead Best The,Chemin Du Pont,7210,Ardeche,Ardeche,Chomerac,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,1,44.7108939,4.6641903
41,41,Rural Design Main,1075 Route De Lyon,7430,Ardeche,Ardeche,Davezieux,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,0,0,0,45.256422,4.6959237
42,42,East Main New,142 Rue Des Noniers,7500,Ardeche,Ardeche,Guilherand Granges,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,1,1,0,0,44.9371162,4.8790869
43,43,New Design Urban,Place Leopold Ollier,7140,Ardeche,Ardeche,Les Vans,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,44.4052353,4.1302392
44,44,Urban The Goods,Les Terres De Millet,7200,Ardeche,Ardeche,St Didier Sous Aubenas,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,0,0,44.6128486,4.4139602
45,45,East Fall West,Marthouret,7690,Ardeche,Ardeche,St Julien Vocance,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,0,1,0,0,45.174909,4.5038681
46,46,Store Goods General,Praperier,7290,Ardeche,Ardeche,St Romain D Ay,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,1,1,45.1676612,4.6662313
47,47,Import Export Spring,43 Rte,8140,Ardennes,Ardennes,Bazeilles,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,49.6798375,4.9931334
48,48,Design West Cold,1 Avenue Jean Jaures,8000,Ardennes,Ardennes,Charleville Mezieres,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,0,0,0,49.7707822,4.719491
49,49,No.1 Export North,Ham De Montimont,8350,Ardennes,Ardennes,Donchery,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,0,0,0,49.7271494,4.8906889
50,50,North Urban General,14 Avenue Pasteur,8200,Ardennes,Ardennes,Sedan,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,0,0,49.6985988,4.9283891
51,51,The The General,16 Rue Du Chemin Sale,8400,Ardennes,Ardennes,Vouziers,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,1,49.3982893,4.6974564
52,52,Group Associates .com,27 Cours Gabriel Faure,9000,Ariege,Ariege,Foix,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,1,0,42.9640998,1.6077003
53,53,Summer .com Import,14 B Avenue Aristide Berges,9190,Ariege,Ariege,Lorp Sentaraille,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,0,0,0,43.0094634,1.1191725
54,54,The Best The,Place Jean Ibanes,9200,Ariege,Ariege,St Girons,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,0,0,1,42.9832051,1.1459577
55,55,Lead Associates Summer,Route De Bagneux,10110,Aube,Aube,Balnot Sur Laignes,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,0,1,0,48.0303706,4.3653385
56,56,Group Old General,12 Avenue Du General Leclerc,10110,Aube,Aube,Bar Sur Seine,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,1,1,0,0,48.1157761,4.3811733
57,57,Associates South General,Domaine De Foolz,10110,Aube,Aube,Bourguignons,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,1,1,0,48.1321841,4.360068
58,58,Urban Hot Fall,35 Avenue Marechal Leclerc,10450,Aube,Aube,Breviandes,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,0,1,48.2797298,4.0545795
59,59,Import East Old,1 Rue Des Saules,10150,Aube,Aube,Creney Pres Troyes,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,1,1,1,0,48.3325399,4.1268661
60,60,Cold Import Modern,3 Avenue Roger Salengro,10600,Aube,Aube,La Chapelle St Luc,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,0,0,48.311122,4.0514174
61,61,Cold Old Summer,Hameau Le Menilot,10270,Aube,Aube,Montieramey,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,0,0,48.2304746,4.3047387
62,62,Inc East South,22 Rue Des Ponts,10400,Aube,Aube,Nogent Sur Seine,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,0,1,1,0,48.4939481,3.4991787
63,63,South Old No.1,5 Place Charles De Gaulle,10150,Aube,Aube,Pont Ste Marie,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,1,1,0,0,48.3140844,4.0985826
64,64,New Store .com,14 Route De Saint Parres,10260,Aube,Aube,Rumilly Les Vaudes,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,1,0,48.1472095,4.2163456
65,65,Store .com General,17 Place Francois 1er,16100,Charente,Charente,Cognac,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,1,1,1,0,45.6935312,-0.3250585
66,66,Export No.1 Cold,45 Route De Paris,16160,Charente,Charente,Le Gond Pontouvre,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,1,0,45.6629185,0.1681865
67,67,USA .com Associates,Chateau De Nieuil,16270,Charente,Charente,Nieuil,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,0,0,1,0,45.8832025,0.5252796
68,68,North Goods Group,Lieu Dit Les Glamots,16440,Charente,Charente,Roullet St Estephe,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,1,1,0,45.5801421,0.0444441
69,69,First Associates First,122 Rte,16270,Charente,Charente,Roumazieres Loubert,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,0,0,1,45.8861366,0.5818311
70,NULL,East Fall No.1,6 Quai De La Pree,17590,Charente Maritime,Charente Maritime,Ars En Re,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,1,0,0,46.2094423,-1.5116207
71,71,South General Best,1 Route De La Plage,17440,Charente Maritime,Charente Maritime,Aytre,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,1,1,1,46.118939,-1.1231284
73,73,Lead Fall Import,18 Place Du Chateau,17500,Charente Maritime,Charente Maritime,Jonzac,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,1,0,45.4455498,-0.4322421
72,72,Enterprise USA .com,23 Boulevard De La Liberation,17340,Charente Maritime,Charente Maritime,Chatelaillon Plage,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,1,1,0,46.0736798,-1.0900139
74,74,New Design Export,15 Quai De Senac,17630,Charente Maritime,Charente Maritime,La Flotte,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,0,1,0,46.1871791,-1.3237693
75,75,The General East,1 Avenue De Colmar,17000,Charente Maritime,Charente Maritime,La Rochelle,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,46.1539057,-1.1489834
76,76,Dollar Best Urban,61 Avenue De La Chaumiere,17390,Charente Maritime,Charente Maritime,La Tremblade,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,0,1,1,1,45.7971277,-1.1634517
77,77,Urban Best Urban,12 Rue Des Groseilliers,17140,Charente Maritime,Charente Maritime,Lagord,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,1,0,0,0,46.1827367,-1.1649774
78,78,.com Store USA,89 Rte De Pompierre,17600,Charente Maritime,Charente Maritime,Le Chay,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,1,1,0,45.6645289,-0.9120103
79,79,Urban South Summer,78 Avenue De L Ocean,17570,Charente Maritime,Charente Maritime,Les Mathes,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,0,0,45.6820645,-1.1783365
80,80,Lead East East,Route De Nantes,17230,Charente Maritime,Charente Maritime,Marans,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,1,1,0,46.3087263,-0.9921359
81,81,Associates Import USA,Route De Talmont,17132,Charente Maritime,Charente Maritime,Meschers Sur Gironde,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,45.560479,-0.9494676
82,82,Group Export Cold,1 Place De La Republique,17800,Charente Maritime,Charente Maritime,Pons,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,0,0,45.5789397,-0.5480713
83,83,USA Group Import,2 Impasse Du Renclos,17138,Charente Maritime,Charente Maritime,Puilboreau,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,1,46.1901027,-1.1162827
84,84,General Associates Enterprise,1 Avenue Leon Gambetta,17300,Charente Maritime,Charente Maritime,Rochefort,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,1,1,1,0,45.9408199,-0.9711869
85,85,Cents No.1 Group,140 Rue Gambetta,17200,Charente Maritime,Charente Maritime,Royan,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,0,1,0,45.6210646,-1.0308106
86,86,Cents Associates Inc,107 Cours Du Marechal Leclerc,17100,Charente Maritime,Charente Maritime,Saintes,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,0,0,45.7526113,-0.651686
87,87,North Old Winter,8 Allee Du Phare,17590,Charente Maritime,Charente Maritime,St Clement Des Baleines,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,0,0,46.2435082,-1.5596473
88,88,Dollar North Lead,1 Rue Du Petit Rempart,67230,Bas Rhin,Bas Rhin,Benfeld,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,1,1,0,48.3701584,7.5930973
89,89,Summer Import First,3 Rue De L Industrie,67660,Bas Rhin,Bas Rhin,Betschdorf,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,1,0,0,48.8919899,7.9190665
90,90,West Main The,70 Route De Bischwiller,67800,Bas Rhin,Bas Rhin,Bischheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,1,1,48.6155576,7.7530524
91,91,Main Hot Best,10 Route D Obernai,67870,Bas Rhin,Bas Rhin,Bischoffsheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,0,0,0,48.4867456,7.4967857
92,92,North Enterprise Fall,10 Rue De Bilwisheim,67170,Bas Rhin,Bas Rhin,Brumath,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,0,1,0,0,48.7300223,7.7111845
93,93,Modern Cold Lead,Lieu Dit Windhof,67260,Bas Rhin,Bas Rhin,Burbach,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,0,1,1,0,48.9012768,7.1249269
94,94,Fall Old Old,Col Du Pfaffenschlick,67510,Bas Rhin,Bas Rhin,Climbach,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,1,0,0,48.9923499,7.8452539
95,95,Import Urban East,8 Place Du Marche,67650,Bas Rhin,Bas Rhin,Dambach La Ville,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,0,1,0,0,48.3235529,7.4249151
96,96,Cold Main Inc,Chemin De Scherwiller,67650,Bas Rhin,Bas Rhin,Dieffenthal,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,0,0,0,48.3079662,7.4212352
97,97,Store Enterprise East,1 Route De Sarre Union,67430,Bas Rhin,Bas Rhin,Domfessel,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,0,1,48.9974723,7.1285956
98,98,Import South Cents,154 Montee Du Tilleul,67330,Bas Rhin,Bas Rhin,Dossenheim Sur Zinsel,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,1,1,0,48.8021567,7.4029102
99,99,Cold Summer Urban,230 Rue Du Moulin,67120,Bas Rhin,Bas Rhin,Duppigheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,1,1,48.5345472,7.6004259
100,100,South Spring .com,23 Rue Du General Leclerc,67600,Bas Rhin,Bas Rhin,Ebersmunster,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,0,48.3113735,7.5231545
101,101,Import Lead Inc,24 Rue Du General Leclerc,67201,Bas Rhin,Bas Rhin,Eckbolsheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,1,0,48.5780197,7.6878734
102,102,USA First Cents,7 Rue Du Foyer,67550,Bas Rhin,Bas Rhin,Eckwersheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,1,0,0,0,48.6823279,7.6924886
103,103,Summer Spring No.1,10 Rue Principale,67350,Bas Rhin,Bas Rhin,Engwiller,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,1,0,0,48.8844458,7.6149514
104,104,West South General,18 Rue Des Allies,67680,Bas Rhin,Bas Rhin,Epfig,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,0,1,0,1,48.3592226,7.4656718
105,105,Goods Rural General,15 Rue Principale,67290,Bas Rhin,Bas Rhin,Erckartswiller,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,0,0,1,0,48.8757056,7.36482
106,106,North South Hot,34 Rue De La Gare,67120,Bas Rhin,Bas Rhin,Ernolsheim Bruche,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,1,48.5565032,7.5666684
107,107,Group Enterprise Dollar,27 Rue Andre Malraux,67150,Bas Rhin,Bas Rhin,Erstein,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,1,1,48.4155054,7.7030666
108,108,Lead Fall .com,12 Route Nationale,67760,Bas Rhin,Bas Rhin,Gambsheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,1,0,48.688179,7.8707599
109,109,Spring Cold Winter,Bord Du Rhin,67150,Bas Rhin,Bas Rhin,Gerstheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,48.3879659,7.7242787
110,110,Dollar The Spring,7 Rue Du Moulin,67110,Bas Rhin,Bas Rhin,Gundershoffen,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,0,1,48.9034959,7.6598483
111,111,Lead Urban Dollar,1 Place Desire Brumbt,67500,Bas Rhin,Bas Rhin,Haguenau,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,0,0,1,0,48.8143976,7.783326
112,112,USA Spring Group,5 Rue Principale,67117,Bas Rhin,Bas Rhin,Handschuheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,0,1,48.638619,7.573848
113,113,Enterprise Inc Import,9 Rue De Buhl,67690,Bas Rhin,Bas Rhin,Hatten,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,0,1,0,0,48.9021675,7.9817416
114,114,No.1 General Enterprise,Che Departemental 5,67230,Bas Rhin,Bas Rhin,Herbsheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,1,1,0,48.3497975,7.6319685
115,115,New Modern Best,23 Rue Principale,67260,Bas Rhin,Bas Rhin,Hinsingen,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,0,0,0,48.9518706,6.9890107
116,116,Hot USA Urban,38 Rue De La Republique,67800,Bas Rhin,Bas Rhin,Hoenheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,0,0,1,48.6221053,7.7554829
117,117,Group .com Hot,30 Rue De La Republique,67720,Bas Rhin,Bas Rhin,Hoerdt,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,1,0,0,48.6987082,7.7845444
118,118,Old USA No.1,5 Rue De La Gare,67250,Bas Rhin,Bas Rhin,Hunspach,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,1,0,48.9308083,7.9408495
119,119,Best Lead Inc,1 Chemin Du Routoir,67400,Bas Rhin,Bas Rhin,Illkirch Graffenstaden,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,0,1,0,48.5316572,7.7343179
120,120,Export No.1 Modern,1 R Du Sous Lt Maussire,67840,Bas Rhin,Bas Rhin,Kilstett,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,0,0,1,48.6778368,7.8543854
121,121,Hot Winter Group,80 Rue De La Liberte,67600,Bas Rhin,Bas Rhin,Kintzheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,0,0,0,0,48.2535868,7.3938721
122,122,The Modern Cold,51 Rue Du General De Gaulle,67520,Bas Rhin,Bas Rhin,Kirchheim,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,0,0,1,48.6208228,7.4917097
123,123,Associates Dollar South,15 Rue Pasteur,93500,Seine Saint Denis,Seine Saint Denis,Pantin,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,1,0,48.8999941,2.3928467
124,124,Fall Old West,1 Boulevard Charles De Gaulle,93380,Seine Saint Denis,Seine Saint Denis,Pierrefitte Sur Seine,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,0,48.9677063,2.3621412
125,125,Enterprise New Cents,122 Boulevard Henri Barbusse,93230,Seine Saint Denis,Seine Saint Denis,Romainville,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,0,1,1,48.8775497,2.4414017
126,126,Winter Dollar Winter,12 Rue Raspail,93110,Seine Saint Denis,Seine Saint Denis,Rosny Sous Bois,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,48.8733302,2.4741696
127,127,No.1 Enterprise Cold,1 Place Du Cornillon,93200,Seine Saint Denis,Seine Saint Denis,St Denis,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,1,0,48.9255956,2.3643514
128,128,Import .com Associates,142 Rue Des Rosiers,93400,Seine Saint Denis,Seine Saint Denis,St Ouen,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,0,0,0,48.9020213,2.3427335
129,129,East Modern Cents,11 Rue Roll Tanguy,93290,Seine Saint Denis,Seine Saint Denis,Tremblay En France,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,0,0,48.982984,2.5472983
130,130,Cents Summer Modern,1 Place Des Fetes,93410,Seine Saint Denis,Seine Saint Denis,Vaujours,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,0,0,1,48.929911,2.569449
131,131,Goods North Dollar,61 B Grande Rue,93250,Seine Saint Denis,Seine Saint Denis,Villemomble,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,1,48.8829876,2.5136198
132,132,Store Goods Enterprise,3 Avenue Georges Clemenceau,93420,Seine Saint Denis,Seine Saint Denis,Villepinte,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,0,1,0,48.9601604,2.5567039
133,133,Winter Best Cold,2 Chaussee Marcade,80100,Somme,Somme,Abbeville,France,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,1,1,1,1,50.1095002,1.8305465
