ORDER_ID,RUSH_CHARGE
37104,5
37118,5
37137,5
37156,5
37162,5
37173,5
37191,5
37212,5
37234,5
37261,5
37268,5
37276,5
37283,5
37285,5
37315,5
37339,5
37371,5
37375,5
37420,5
37421,5
37434,5
37436,5
37450,5
37477,5
37480,5
37535,5
37566,5
37594,5
37598,5
37606,5
37607,5
37653,5
37674,5
37678,5
37689,5
37692,5
37710,5
37711,5
37768,5
37781,5
37819,5
37828,5
37856,5
37863,5
37874,5
37875,5
37883,5
37895,5
37896,5
37935,5
37955,5
37960,5
37964,5
37973,5
38000,5
38006,5
38126,5
38140,5
38173,5
38193,5
38194,5
38196,5
38198,5
38244,5
38274,5
38323,5
38330,5
38361,5
38367,5
38386,5
38389,5
38421,5
38446,5
38447,5
38461,5
38484,5
38523,5
38547,5
38607,5
38613,5
38649,5
38668,5
38671,5
38682,5
38722,5
38743,5
38816,5
38828,5
38831,5
38850,5
38855,5
38888,5
38927,5
38928,5
38951,5
38957,5
38988,5
39007,5
39056,5
39059,5
39083,5
39104,5
39148,5
39155,5
39213,5
39222,5
39223,5
39224,5
39226,5
39233,5
39236,5
39278,5
39285,5
39287,5
39307,5
39356,5
39372,5
39387,5
39440,5
39448,5
39464,5
39472,5
39474,5
39480,5
39494,5
39511,5
39537,5
39545,5
39575,5
39590,5
39599,5
39602,5
39634,5
39710,5
39725,5
39791,5
39827,5
39867,5
39875,5
39879,5
39880,5
39899,5
39907,5
39920,5
39923,5
39926,5
39928,5
39969,5
39972,5
39984,5
40012,5
40013,5
40033,5
40067,5
40099,5
40103,5
40133,5
40154,5
40246,5
40251,5
40324,5
40339,5
40344,5
40355,5
40361,5
40394,5
40456,5
40524,5
40528,5
40537,5
40556,5
40593,5
40650,5
40661,5
40671,5
40684,5
40735,5
40743,5
40748,5
40777,5
40791,5
40793,5
40796,5
40839,5
40860,5
40869,5
40917,5
40936,5
40980,5
40999,5
41006,5
41014,5
41028,5
41045,5
41046,5
41066,5
41090,5
41097,5
41098,5
41125,5
41132,5
41195,5
41225,5
41232,5
41281,5
41297,5
41300,5
41325,5
41350,5
41379,5
41398,5
41420,5
41444,5
41457,5
41461,5
41482,5
41486,5
41507,5
41528,5
41578,5
41582,5
41584,5
41606,5
41628,5
41658,5
41673,5
41679,5
41681,5
41694,5
41735,5
41766,5
41781,5
41799,5
41810,5
41848,5
41852,5
41874,5
41900,5
41922,5
41969,5
41997,5
42050,5
42052,5
42062,5
42076,5
42114,5
42175,5
42225,5
42232,5
42233,5
42237,5
42238,5
42264,5
42271,5
42278,5
42305,5
42310,5
42314,5
42336,5
42394,5
42434,5
42477,5
42490,5
42491,5
42496,5
42497,5
42505,5
42506,5
42522,5
42541,5
42564,5
42568,5
42579,5
42583,5
42633,5
42644,5
42665,5
42683,5
42697,5
42723,5
42753,5
42768,5
42770,5
42776,5
42778,5
42789,5
42820,5
42823,5
42824,5
42863,5
42896,5
42899,5
42913,5
42943,5
42952,5
42956,5
42957,5
42963,5
43048,5
43088,5
43115,5
43118,5
43135,5
43161,5
43174,5
43184,5
43210,5
43221,5
43230,5
43268,5
43277,5
43313,5
43338,5
43352,5
43357,5
43374,5
43387,5
43401,5
43415,5
43422,5
43453,5
43476,5
43479,5
43517,5
43550,5
43561,5
43584,5
43589,5
43614,5
43616,5
43621,5
43639,5
43662,5
43718,5
43726,5
43737,5
43739,5
43740,5
43743,5
43748,5
43821,5
43842,5
43932,5
43972,5
43982,5
44000,5
44074,5
44121,5
44124,5
44144,5
44152,5
44158,5
44174,5
44200,5
44217,5
44227,5
44269,5
44276,5
44279,5
44281,5
44353,5
44377,5
44436,5
44442,5
44447,5
44464,5
44483,5
44501,5
44607,5
44672,5
44686,5
44705,5
44727,5
44748,5
44751,5
44773,5
44790,5
44804,5
44819,5
44828,5
44842,5
44857,5
44860,5
44875,5
44884,5
44887,5
44902,5
44935,5
44936,5
44947,5
44964,5
44974,5
44987,5
45023,5
45045,5
45051,5
45103,5
45108,5
45237,5
45254,5
45268,5
45299,5
45306,5
45343,5
45366,5
45384,5
45409,5
45412,5
45421,5
45434,5
45534,5
45541,5
45560,5
45594,5
45629,5
45639,5
45646,5
45670,5
45725,5
45726,5
45787,5
45849,5
45868,5
45882,5
45940,5
45943,5
45973,5
46012,5
46033,5
46048,5
46077,5
46087,5
46141,5
46156,5
46161,5
46176,5
46181,5
46192,5
46209,5
46232,5
46254,5
46290,5
46298,5
46343,5
46388,5
46397,5
46403,5
46416,5
46422,5
46424,5
46431,5
46465,5
46496,5
46522,5
46529,5
46536,5
46538,5
46563,5
46609,5
46610,5
46613,5
46646,5
46657,5
46722,5
46740,5
46745,5
46766,5
46781,5
46792,5
46863,5
46864,5
46883,5
46899,5
46922,5
46935,5
46941,5
46946,5
46948,5
46964,5
46967,5
47022,5
47029,5
47034,5
47055,5
47073,5
47077,5
47099,5
47132,5
47151,5
47168,5
47177,5
47205,5
47208,5
47245,5
47254,5
47262,5
47310,5
47312,5
47380,5
47394,5
47406,5
47408,5
47442,5
47449,5
47507,5
47526,5
47527,5
47564,5
47591,5
47596,5
47606,5
47631,5
47649,5
47677,5
47689,5
47699,5
47700,5
47702,5
47744,5
47787,5
47813,5
47830,5
47852,5
47880,5
47887,5
47890,5
47892,5
47915,5
47916,5
47945,5
47952,5
47975,5
47989,5
48024,5
48041,5
48050,5
48079,5
48140,5
48165,5
48167,5
48171,5
48195,5
48203,5
48216,5
48291,5
48303,5
48304,5
48324,5
48391,5
48406,5
48435,5
48453,5
48467,5
48495,5
48497,5
48525,5
48541,5
48560,5
48567,5
48636,5
48660,5
48750,5
48779,5
48800,5
48820,5
48850,5
48855,5
48883,5
48898,5
48911,5
48913,5
48967,5
48998,5
49002,5
49043,5
49085,5
49154,5
49183,5
49186,5
49198,5
49244,5
49266,5
49269,5
49320,5
49325,5
49361,5
49377,5
49390,5
49411,5
49412,5
49418,5
49434,5
49440,5
49448,5
49458,5
49469,5
49512,5
49523,5
49546,5
49555,5
49606,5
49650,5
49653,5
49677,5
49692,5
49702,5
49718,5
49763,5
49770,5
49791,5
49805,5
49826,5
49865,5
49909,5
49978,5
49997,5
50088,5
50206,5
50229,5
50309,5
50329,5
50472,5
50480,5
50491,5
50496,5
50509,5
50558,5
50569,5
50576,5
50592,5
50617,5
50628,5
50631,5
50640,5
50644,5
50654,5
50688,5
50696,5
50708,5
50773,5
50818,5
50850,5
50895,5
50907,5
50930,5
50931,5
51016,5
51095,5
51102,5
51145,5
51171,5
51181,5
51206,5
51247,5
51255,5
51283,5
51327,5
51339,5
51341,5
51343,5
51350,5
51358,5
51375,5
51387,5
51418,5
51431,5
51444,5
51450,5
51476,5
51478,5
51487,5
51513,5
51516,5
51560,5
51578,5
51585,5
51590,5
51596,5
51600,5
51621,5
51728,5
51766,5
51840,5
51857,5
51861,5
51874,5
51897,5
51925,5
51935,5
51999,5
52015,5
52049,5
52069,5
52112,5
52119,5
52127,5
52132,5
52211,5
52241,5
52288,5
52304,5
52317,5
52343,5
52345,5
52347,5
52375,5
52409,5
52430,5
52435,5
52493,5
52497,5
52511,5
52544,5
52549,5
52554,5
52584,5
52601,5
52602,5
52608,5
52617,5
52748,5
52780,5
52804,5
52830,5
52868,5
52874,5
52908,5
52919,5
52927,5
53000,5
53008,5
53018,5
53058,5
53074,5
53092,5
53128,5
53134,5
53140,5
53148,5
53181,5
53215,5
53218,5
53220,5
53243,5
53256,5
53308,5
53325,5
53332,5
53353,5
53354,5
53364,5
53379,5
53405,5
53427,5
53439,5
53465,5
53508,5
53512,5
53547,5
53557,5
53593,5
53605,5
53616,5
53635,5
53643,5
53658,5
53699,5
53700,5
53702,5
53743,5
53758,5
53838,5
53851,5
53861,5
53870,5
53874,5
53910,5
53934,5
53980,5
54044,5
54050,5
54078,5
54083,5
54135,5
54163,5
54169,5
54189,5
54260,5
54270,5
54294,5
54301,5
54311,5
54316,5
54334,5
54381,5
54427,5
54457,5
54461,5
54483,5
54486,5
54517,5
54577,5
54613,5
54614,5
54619,5
54622,5
54629,5
54677,5
54687,5
54694,5
54712,5
54713,5
54746,5
54763,5
54769,5
54774,5
54805,5
54859,5
54876,5
54881,5
54910,5
54920,5
54928,5
54936,5
54970,5
54976,5
54981,5
55055,5
55072,5
55108,5
55118,5
55137,5
55148,5
55152,5
55177,5
55179,5
55180,5
55183,5
55186,5
55246,5
55274,5
55292,5
55319,5
55333,5
55340,5
55406,5
55410,5
55423,5
55431,5
55456,5
55476,5
55499,5
55520,5
55538,5
55542,5
55584,5
55587,5
55589,5
55630,5
55670,5
55674,5
55684,5
55741,5
55751,5
55824,5
55837,5
55843,5
55922,5
55930,5
55956,5
55963,5
55970,5
55980,5
56003,5
56062,5
56102,5
56112,5
56130,5
56209,5
56271,5
56282,5
56297,5
56304,5
56321,5
56326,5
56365,5
56390,5
56430,5
56485,5
56501,5
56512,5
56526,5
56582,5
56588,5
56606,5
56615,5
56660,5
56709,5
56744,5
56768,5
56770,5
56779,5
56815,5
56821,5
56859,5
56864,5
56884,5
56887,5
56893,5
56897,5
56917,5
56919,5
56987,5
56988,5
57001,5
57022,5
57051,5
57065,5
57071,5
57132,5
57146,5
57147,5
57163,5
57218,5
57232,5
57254,5
57316,5
57340,5
57359,5
57415,5
57492,5
57504,5
57521,5
57525,5
57536,5
57556,5
57560,5
57564,5
57573,5
57610,5
57623,5
57662,5
57747,5
57749,5
57760,5
57783,5
57812,5
57814,5
57821,5
57837,5
57851,5
57854,5
57855,5
57864,5
57894,5
57895,5
57922,5
57941,5
57958,5
57960,5
57967,5
57976,5
58020,5
58025,5
58027,5
58037,5
58108,5
58148,5
58181,5
58213,5
58233,5
58241,5
58246,5
58251,5
58321,5
58342,5
58372,5
58373,5
58374,5
58419,5
58427,5
58428,5
58449,5
58456,5
58488,5
58503,5
58516,5
58517,5
58518,5
58560,5
58583,5
58585,5
58655,5
58705,5
58708,5
58713,5
58810,5
58824,5
58832,5
58847,5
58852,5
58989,5
59041,5
59074,5
59087,5
59110,5
59114,5
59121,5
59128,5
59146,5
59152,5
59166,5
59206,5
59229,5
59233,5
59237,5
59278,5
59299,5
59353,5
59358,5
59361,5
59383,5
59396,5
59404,5
59409,5
59426,5
59453,5
59464,5
59466,5
59478,5
59480,5
59525,5
59538,5
59566,5
59578,5
59595,5
59626,5
59644,5
59649,5
59656,5
59658,5
59670,5
59671,5
59683,5
59705,5
59723,5
59751,5
59753,5
59803,5
59824,5
59864,5
59867,5
59903,5
59926,5
59933,5
59947,5
59989,5
60014,5
60064,5
60099,5
60145,5
60152,5
60197,5
60205,5
60228,5
60243,5
60262,5
60263,5
60315,5
60323,5
60324,5
60448,5
60472,5
60498,5
60577,5
60609,5
60617,5
60629,5
60638,5
60692,5
60695,5
60698,5
60704,5
60708,5
60794,5
60803,5
60819,5
60824,5
60838,5
60861,5
60862,5
60866,5
60883,5
60890,5
60917,5
60958,5
60964,5
60971,5
60988,5
61000,5
61007,5
61014,5
61053,5
61060,5
61093,5
61097,5
61109,5
61127,5
61131,5
61136,5
61182,5
61227,5
61246,5
61248,5
61260,5
61293,5
61298,5
61303,5
61320,5
61361,5
61380,5
61410,5
61425,5
61437,5
61446,5
61464,5
61466,5
61472,5
61495,5
61500,5
61504,5
61506,5
61544,5
61567,5
61615,5
61617,5
61666,5
61703,5
61724,5
61727,5
61769,5
61795,5
61797,5
61806,5
61816,5
61875,5
61880,5
61908,5
61930,5
61950,5
61955,5
61959,5
61966,5
62044,5
62065,5
62071,5
62096,5
62114,5
62129,5
62131,5
62137,5
62145,5
62156,5
62172,5
62175,5
62200,5
62215,5
62227,5
62242,5
62250,5
62254,5
62271,5
62287,5
62333,5
62341,5
62348,5
62352,5
62354,5
62395,5
62398,5
62409,5
62418,5
62426,5
62460,5
62483,5
62504,5
62537,5
62557,5
62560,5
62596,5
62633,5
62646,5
62733,5
62767,5
62790,5
62797,5
62807,5
62847,5
62860,5
62862,5
62865,5
62872,5
62903,5
62912,5
62936,5
62955,5
62957,5
62960,5
62995,5
62998,5
62999,5
63006,5
63023,5
63034,5
63035,5
63070,5
63077,5
63090,5
63116,5
63132,5
63150,5
63186,5
63210,5
63238,5
63263,5
63266,5
63315,5
63328,5
63347,5
63371,5
63383,5
63411,5
63423,5
63424,5
63429,5
63440,5
63445,5
63464,5
63483,5
63495,5
63563,5
63615,5
63641,5
63658,5
63726,5
63728,5
63743,5
63754,5
63787,5
63826,5
63853,5
63869,5
63873,5
63880,5
63887,5
63902,5
63936,5
63975,5
64005,5
64016,5
64082,5
64088,5
64089,5
64096,5
64123,5
64156,5
64178,5
64186,5
64200,5
64234,5
64248,5
64303,5
64323,5
64375,5
64407,5
64409,5
64413,5
64437,5
64449,5
64468,5
64470,5
64504,5
64508,5
64520,5
64533,5
64544,5
64601,5
64604,5
64611,5
64615,5
64617,5
64640,5
64654,5
64679,5
64680,5
64697,5
64728,5
64736,5
64745,5
64756,5
64757,5
64762,5
64778,5
64829,5
64837,5
64838,5
64849,5
64873,5
64892,5
64895,5
64908,5
64937,5
64949,5
64952,5
64968,5
64999,5
65005,5
65013,5
65018,5
65040,5
65049,5
65058,5
65065,5
65085,5
65100,5
65117,5
65124,5
65136,5
65171,5
65210,5
65275,5
65352,5
65365,5
65432,5
65498,5
65509,5
65530,5
65548,5
65589,5
65617,5
65631,5
65637,5
65639,5
65643,5
65647,5
65652,5
65740,5
65773,5
65781,5
65834,5
65846,5
65864,5
65883,5
65892,5
65899,5
65916,5
65995,5
66002,5
66036,5
66046,5
66052,5
66055,5
66077,5
66081,5
66096,5
66102,5
66168,5
66171,5
66237,5
66251,5
66292,5
66303,5
66322,5
66343,5
66367,5
66405,5
66486,5
66501,5
66506,5
66523,5
66526,5
66532,5
66561,5
66607,5
66616,5
66634,5
66645,5
66659,5
66660,5
66678,5
66693,5
66707,5
66725,5
66728,5
66775,5
66785,5
66798,5
66828,5
66867,5
66875,5
66897,5
66901,5
66911,5
66942,5
66943,5
66945,5
66947,5
66956,5
66988,5
66998,5
67011,5
67032,5
67039,5
67062,5
67073,5
67082,5
67143,5
67191,5
67198,5
67212,5
67278,5
67282,5
67294,5
67336,5
67372,5
67411,5
67434,5
67443,5
67512,5
67530,5
67542,5
67549,5
67569,5
67574,5
67576,5
67597,5
67617,5
67641,5
67651,5
67653,5
67680,5
67691,5
67697,5
67724,5
67736,5
67769,5
67775,5
67802,5
67822,5
67834,5
67839,5
67873,5
67877,5
67880,5
67937,5
67964,5
67969,5
67970,5
67999,5
68001,5
68010,5
68024,5
68048,5
68079,5
68132,5
68136,5
68153,5
68156,5
68203,5
68243,5
68244,5
68245,5
68254,5
68257,5
68267,5
68279,5
68295,5
68296,5
68302,5
68317,5
68318,5
68343,5
68358,5
68363,5
68402,5
68415,5
68425,5
68433,5
68447,5
68456,5
68492,5
68509,5
68527,5
68541,5
68571,5
68576,5
68577,5
68620,5
68641,5
68712,5
68743,5
68755,5
68827,5
68836,5
68841,5
68868,5
68877,5
68880,5
68881,5
68921,5
68964,5
68969,5
68974,5
68979,5
68985,5
68991,5
69003,5
69020,5
69037,5
69061,5
69124,5
69162,5
69163,5
69166,5
69179,5
69195,5
69218,5
69271,5
69284,5
69321,5
69332,5
69350,5
69362,5
69384,5
69411,5
69431,5
69439,5
69467,5
69555,5
69559,5
69569,5
69571,5
69710,5
69742,5
69767,5
69776,5
69819,5
69839,5
69842,5
69952,5
69958,5
69991,5
70040,5
70113,5
70118,5
70121,5
70137,5
70170,5
70178,5
70203,5
70227,5
70230,5
70237,5
70272,5
70287,5
70312,5
70330,5
70338,5
70372,5
70378,5
70396,5
70413,5
70460,5
70522,5
70570,5
70600,5
70615,5
70635,5
70642,5
70643,5
70687,5
70734,5
70739,5
70744,5
70810,5
